bucket,hand_id,decision_idx,verb_abs_pos,rel_pos,abs_pos,projection,token
clean_check_or_call,78d8c173,2,381,1,382,0.9026,CHECK
clean_check_or_call,78d8c173,2,381,2,383,0.8128,_OR
clean_check_or_call,78d8c173,4,377,-300,77,-0.1581,action
clean_check_or_call,78d8c173,4,377,-200,177,-0.1647,"
"
clean_check_or_call,78d8c173,4,377,-100,277,0.0279, king
clean_check_or_call,78d8c173,4,377,-50,327,-0.0146, for
clean_check_or_call,78d8c173,4,377,-20,357,0.3684,'ll
clean_check_or_call,78d8c173,4,377,-10,367,-0.0400, assess
clean_check_or_call,78d8c173,4,377,-5,372,-0.0178,JSON
clean_check_or_call,78d8c173,4,377,-2,375,0.7724,action
clean_check_or_call,78d8c173,4,377,-1,376,0.6873,""":"
clean_check_or_call,78d8c173,4,377,0,377,1.5945," """
clean_check_or_call,78d8c173,4,377,1,378,1.1890,CHECK
clean_check_or_call,78d8c173,4,377,2,379,0.9739,_OR
clean_check_or_call,78d8c173,5,352,-300,52,0.0179, your
clean_check_or_call,78d8c173,5,352,-200,152,-0.2742, cards
clean_check_or_call,78d8c173,5,352,-100,252,0.3332," """
clean_check_or_call,78d8c173,5,352,-50,302,-0.1007, However
clean_check_or_call,78d8c173,5,352,-20,332,0.4629, I
clean_check_or_call,78d8c173,5,352,-10,342,-0.3436, potentially
clean_check_or_call,78d8c173,5,352,-5,347,-0.0555,JSON
clean_check_or_call,78d8c173,5,352,-2,350,1.1758,action
clean_check_or_call,78d8c173,5,352,-1,351,1.0157,""":"
clean_check_or_call,78d8c173,5,352,0,352,1.9859," """
clean_check_or_call,78d8c173,5,352,1,353,1.3786,CHECK
clean_check_or_call,78d8c173,5,352,2,354,1.1636,_OR
clean_check_or_call,78d8c173,7,376,-300,76,-0.1610," {"""
clean_check_or_call,78d8c173,7,376,-200,176,-0.2742,:
clean_check_or_call,78d8c173,7,376,-100,276,-0.1625, has
clean_check_or_call,78d8c173,7,376,-50,326,0.2280, called
clean_check_or_call,78d8c173,7,376,-20,356,-0.1545, a
clean_check_or_call,78d8c173,7,376,-10,366,-0.3942, or
clean_check_or_call,78d8c173,7,376,-5,371,-0.0811,JSON
clean_check_or_call,78d8c173,7,376,-2,374,0.4208,action
clean_check_or_call,78d8c173,7,376,-1,375,0.6626,""":"
clean_check_or_call,78d8c173,7,376,0,376,1.0893," """
clean_check_or_call,78d8c173,7,376,1,377,1.0384,CHECK
clean_check_or_call,78d8c173,7,376,2,378,0.8144,_OR
clean_check_or_call,78d8c173,9,374,-300,74,0.1361,Format
clean_check_or_call,78d8c173,9,374,-200,174,0.2243,-
clean_check_or_call,78d8c173,9,374,-100,274,-0.0124,RE
clean_check_or_call,78d8c173,9,374,-50,324,-0.4236,","
clean_check_or_call,78d8c173,9,374,-20,354,-0.2574, a
clean_check_or_call,78d8c173,9,374,-10,364,-0.2114, the
clean_check_or_call,78d8c173,9,374,-5,369,-0.0218,JSON
clean_check_or_call,78d8c173,9,374,-2,372,0.6354,action
clean_check_or_call,78d8c173,9,374,-1,373,0.9307,""":"
clean_check_or_call,78d8c173,9,374,0,374,1.4147," """
clean_check_or_call,78d8c173,9,374,1,375,1.0835,CHECK
clean_check_or_call,78d8c173,9,374,2,376,0.7063,_OR
clean_check_or_call,48304b9c,1,352,-300,52,0.0179, your
clean_check_or_call,48304b9c,1,352,-200,152,-0.2742, cards
clean_check_or_call,48304b9c,1,352,-100,252,0.3470,'s
clean_check_or_call,48304b9c,1,352,-50,302,-0.3450, would
clean_check_or_call,48304b9c,1,352,-20,332,0.1447, the
clean_check_or_call,48304b9c,1,352,-10,342,0.3407, to
clean_check_or_call,48304b9c,1,352,-5,347,0.0026,JSON
clean_check_or_call,48304b9c,1,352,-2,350,0.8235,action
clean_check_or_call,48304b9c,1,352,-1,351,0.5746,""":"
clean_check_or_call,48304b9c,1,352,0,352,1.8346," """
clean_check_or_call,48304b9c,1,352,1,353,1.2532,CHECK
clean_check_or_call,48304b9c,1,352,2,354,1.1790,_OR
clean_check_or_call,48304b9c,2,339,-300,39,-0.0924, then
clean_check_or_call,48304b9c,2,339,-200,139,-1.4484,OLD
clean_check_or_call,48304b9c,2,339,-100,239,0.2946," """
clean_check_or_call,48304b9c,2,339,-50,289,0.3039, which
clean_check_or_call,48304b9c,2,339,-20,319,0.7469, should
clean_check_or_call,48304b9c,2,339,-10,329,-0.2493, improve
clean_check_or_call,48304b9c,2,339,-5,334,-0.1084,JSON
clean_check_or_call,48304b9c,2,339,-2,337,0.9091,action
clean_check_or_call,48304b9c,2,339,-1,338,0.9779,""":"
clean_check_or_call,48304b9c,2,339,0,339,1.9228," """
clean_check_or_call,48304b9c,2,339,1,340,1.4607,CHECK
clean_check_or_call,48304b9c,2,339,2,341,1.2423,_OR
clean_check_or_call,48304b9c,4,357,-300,57,-0.0469,4
clean_check_or_call,48304b9c,4,357,-200,157,0.2350,c
clean_check_or_call,48304b9c,4,357,-100,257,-0.0723,YOUR
clean_check_or_call,48304b9c,4,357,-50,307,-0.0324, board
clean_check_or_call,48304b9c,4,357,-20,337,0.0271, bet
clean_check_or_call,48304b9c,4,357,-10,347,0.6536, to
clean_check_or_call,48304b9c,4,357,-5,352,-0.0546,JSON
clean_check_or_call,48304b9c,4,357,-2,355,0.6255,action
clean_check_or_call,48304b9c,4,357,-1,356,0.8495,""":"
clean_check_or_call,48304b9c,4,357,0,357,1.7136," """
clean_check_or_call,48304b9c,4,357,1,358,1.3434,CHECK
clean_check_or_call,48304b9c,4,357,2,359,0.9190,_OR
clean_check_or_call,48304b9c,5,366,-300,66,0.2446, ONLY
clean_check_or_call,48304b9c,5,366,-200,166,-0.0403, 
clean_check_or_call,48304b9c,5,366,-100,266,-0.0364, has
clean_check_or_call,48304b9c,5,366,-50,316,0.5600, the
clean_check_or_call,48304b9c,5,366,-20,346,-0.0069, so
clean_check_or_call,48304b9c,5,366,-10,356,0.1658, how
clean_check_or_call,48304b9c,5,366,-5,361,-0.0945,JSON
clean_check_or_call,48304b9c,5,366,-2,364,0.4135,action
clean_check_or_call,48304b9c,5,366,-1,365,0.5219,""":"
clean_check_or_call,48304b9c,5,366,0,366,1.0752," """
clean_check_or_call,48304b9c,5,366,1,367,0.8713,CHECK
clean_check_or_call,48304b9c,5,366,2,368,0.7649,_OR
clean_check_or_call,ac612a61,1,358,-300,58,0.0672, sentences
clean_check_or_call,ac612a61,1,358,-200,158,0.0248,"
"
clean_check_or_call,ac612a61,1,358,-100,258,-0.1615, hand
clean_check_or_call,ac612a61,1,358,-50,308,-0.6451,","
clean_check_or_call,ac612a61,1,358,-20,338,0.2139,","
clean_check_or_call,ac612a61,1,358,-10,348,0.3101, and
clean_check_or_call,ac612a61,1,358,-5,353,-0.0556,JSON
clean_check_or_call,ac612a61,1,358,-2,356,0.6770,action
clean_check_or_call,ac612a61,1,358,-1,357,0.7306,""":"
clean_check_or_call,ac612a61,1,358,0,358,1.7803," """
clean_check_or_call,ac612a61,1,358,1,359,1.2107,CHECK
clean_check_or_call,ac612a61,1,358,2,360,1.1564,_OR
clean_check_or_call,6ebe778c,1,354,-300,54,0.0888, (
clean_check_or_call,6ebe778c,1,354,-200,154,-0.0456, K
clean_check_or_call,6ebe778c,1,354,-100,254,0.2290, likely
clean_check_or_call,6ebe778c,1,354,-50,304,-0.3713, would
clean_check_or_call,6ebe778c,1,354,-20,334,0.1384, the
clean_check_or_call,6ebe778c,1,354,-10,344,0.3498, to
clean_check_or_call,6ebe778c,1,354,-5,349,-0.0052,JSON
clean_check_or_call,6ebe778c,1,354,-2,352,0.7565,action
clean_check_or_call,6ebe778c,1,354,-1,353,0.5519,""":"
clean_check_or_call,6ebe778c,1,354,0,354,1.8475," """
clean_check_or_call,6ebe778c,1,354,1,355,1.2735,CHECK
clean_check_or_call,6ebe778c,1,354,2,356,1.2016,_OR
clean_check_or_call,6ebe778c,2,349,-300,49,-0.0539,:
clean_check_or_call,6ebe778c,2,349,-200,149,0.0827,":
"
clean_check_or_call,6ebe778c,2,349,-100,249,-0.1597,<|end_header_id|>
clean_check_or_call,6ebe778c,2,349,-50,299,0.1877,","
clean_check_or_call,6ebe778c,2,349,-20,329,0.2107, or
clean_check_or_call,6ebe778c,2,349,-10,339,-0.5746, a
clean_check_or_call,6ebe778c,2,349,-5,344,-0.0402,JSON
clean_check_or_call,6ebe778c,2,349,-2,347,0.6963,action
clean_check_or_call,6ebe778c,2,349,-1,348,0.8122,""":"
clean_check_or_call,6ebe778c,2,349,0,349,1.8289," """
clean_check_or_call,6ebe778c,2,349,1,350,1.1913,CHECK
clean_check_or_call,6ebe778c,2,349,2,351,1.1801,_OR
clean_check_or_call,6ebe778c,4,362,-300,62,0.0083, JSON
clean_check_or_call,6ebe778c,4,362,-200,162,0.1106,:
clean_check_or_call,6ebe778c,4,362,-100,262,-0.1620,"""}"
clean_check_or_call,6ebe778c,4,362,-50,312,-0.3300, have
clean_check_or_call,6ebe778c,4,362,-20,342,-0.2247,.
clean_check_or_call,6ebe778c,4,362,-10,352,-0.0953, potentially
clean_check_or_call,6ebe778c,4,362,-5,357,-0.0534,JSON
clean_check_or_call,6ebe778c,4,362,-2,360,0.8128,action
clean_check_or_call,6ebe778c,4,362,-1,361,0.9604,""":"
clean_check_or_call,6ebe778c,4,362,0,362,1.6402," """
clean_check_or_call,6ebe778c,4,362,1,363,1.4314,CHECK
clean_check_or_call,6ebe778c,4,362,2,364,0.9865,_OR
clean_check_or_call,6ebe778c,5,363,-300,63,0.1539,:
clean_check_or_call,6ebe778c,5,363,-200,163,0.0568, 
clean_check_or_call,6ebe778c,5,363,-100,263,-0.0043,RE
clean_check_or_call,6ebe778c,5,363,-50,313,0.0437,h
clean_check_or_call,6ebe778c,5,363,-20,343,0.0333, but
clean_check_or_call,6ebe778c,5,363,-10,353,-0.3845, a
clean_check_or_call,6ebe778c,5,363,-5,358,-0.1086,JSON
clean_check_or_call,6ebe778c,5,363,-2,361,0.8624,action
clean_check_or_call,6ebe778c,5,363,-1,362,0.7371,""":"
clean_check_or_call,6ebe778c,5,363,0,363,1.7824," """
clean_check_or_call,6ebe778c,5,363,1,364,1.3459,CHECK
clean_check_or_call,6ebe778c,5,363,2,365,1.2665,_OR
clean_check_or_call,2faf1217,1,326,-300,26,-0.0791, are
clean_check_or_call,2faf1217,1,326,-200,126,-1.2275,","
clean_check_or_call,2faf1217,1,326,-100,226,-0.4120, JSON
clean_check_or_call,2faf1217,1,326,-50,276,0.0733, draw
clean_check_or_call,2faf1217,1,326,-20,306,0.0199, information
clean_check_or_call,2faf1217,1,326,-10,316,-0.1096, with
clean_check_or_call,2faf1217,1,326,-5,321,-0.1025,JSON
clean_check_or_call,2faf1217,1,326,-2,324,0.4677,action
clean_check_or_call,2faf1217,1,326,-1,325,1.0529,""":"
clean_check_or_call,2faf1217,1,326,0,326,1.4469," """
clean_check_or_call,2faf1217,1,326,1,327,1.1507,CHECK
clean_check_or_call,2faf1217,1,326,2,328,0.9358,_OR
clean_check_or_call,2faf1217,2,357,-300,57,-0.0469,4
clean_check_or_call,2faf1217,2,357,-200,157,0.1273,d
clean_check_or_call,2faf1217,2,357,-100,257,0.0111, has
clean_check_or_call,2faf1217,2,357,-50,307,0.2411, opponent
clean_check_or_call,2faf1217,2,357,-20,337,-0.1927, hand
clean_check_or_call,2faf1217,2,357,-10,347,0.0579, is
clean_check_or_call,2faf1217,2,357,-5,352,-0.1001,JSON
clean_check_or_call,2faf1217,2,357,-2,355,0.6720,action
clean_check_or_call,2faf1217,2,357,-1,356,0.7771,""":"
clean_check_or_call,2faf1217,2,357,0,357,1.5884," """
clean_check_or_call,2faf1217,2,357,1,358,1.2328,CHECK
clean_check_or_call,2faf1217,2,357,2,359,1.0506,_OR
clean_check_or_call,2faf1217,4,386,-300,86,0.6228,_OR
clean_check_or_call,2faf1217,4,386,-200,186,0.1652, Bet
clean_check_or_call,2faf1217,4,386,-100,286,-0.3005, strong
clean_check_or_call,2faf1217,4,386,-50,336,-0.3120, hand
clean_check_or_call,2faf1217,4,386,-20,366,0.8054,'ll
clean_check_or_call,2faf1217,4,386,-10,376,0.5317, see
clean_check_or_call,2faf1217,4,386,-5,381,-0.0111,JSON
clean_check_or_call,2faf1217,4,386,-2,384,0.8831,action
clean_check_or_call,2faf1217,4,386,-1,385,0.9296,""":"
clean_check_or_call,2faf1217,4,386,0,386,1.8381," """
clean_check_or_call,2faf1217,4,386,1,387,1.6397,CHECK
clean_check_or_call,2faf1217,4,386,2,388,1.2694,_OR
clean_check_or_call,2faf1217,5,375,-300,75,0.1453,:
clean_check_or_call,2faf1217,5,375,-200,175,-0.1479, Pot
clean_check_or_call,2faf1217,5,375,-100,275,-0.0595,s
clean_check_or_call,2faf1217,5,375,-50,325,0.0658, the
clean_check_or_call,2faf1217,5,375,-20,355,-0.0862, to
clean_check_or_call,2faf1217,5,375,-10,365,0.4571, to
clean_check_or_call,2faf1217,5,375,-5,370,-0.0582,JSON
clean_check_or_call,2faf1217,5,375,-2,373,0.9537,action
clean_check_or_call,2faf1217,5,375,-1,374,0.6868,""":"
clean_check_or_call,2faf1217,5,375,0,375,1.9696," """
clean_check_or_call,2faf1217,5,375,1,376,1.3792,CHECK
clean_check_or_call,2faf1217,5,375,2,377,1.2757,_OR
clean_check_or_call,842acc10,3,343,-300,43,0.0197,".
"
clean_check_or_call,842acc10,3,343,-200,143,-0.0273,user
clean_check_or_call,842acc10,3,343,-100,243,-0.1612, action
clean_check_or_call,842acc10,3,343,-50,293,-0.0540, a
clean_check_or_call,842acc10,3,343,-20,323,0.0879,","
clean_check_or_call,842acc10,3,343,-10,333,0.1129, assess
clean_check_or_call,842acc10,3,343,-5,338,-0.0697,JSON
clean_check_or_call,842acc10,3,343,-2,341,0.0793,action
clean_check_or_call,842acc10,3,343,-1,342,0.6328,""":"
clean_check_or_call,842acc10,3,343,0,343,0.8026," """
clean_check_or_call,842acc10,3,343,1,344,0.7383,CHECK
clean_check_or_call,842acc10,3,343,2,345,0.9896,_OR
clean_check_or_call,842acc10,4,357,-300,57,-0.0469,4
clean_check_or_call,842acc10,4,357,-200,157,0.1006,"
"
clean_check_or_call,842acc10,4,357,-100,257,-0.0499,YOUR
clean_check_or_call,842acc10,4,357,-50,307,-0.2218, a
clean_check_or_call,842acc10,4,357,-20,337,-0.1978,.
clean_check_or_call,842acc10,4,357,-10,347,-0.0304, to
clean_check_or_call,842acc10,4,357,-5,352,-0.0894,JSON
clean_check_or_call,842acc10,4,357,-2,355,0.7650,action
clean_check_or_call,842acc10,4,357,-1,356,0.6876,""":"
clean_check_or_call,842acc10,4,357,0,357,1.6868," """
clean_check_or_call,842acc10,4,357,1,358,0.9906,CHECK
clean_check_or_call,842acc10,4,357,2,359,0.9087,_OR
clean_check_or_call,842acc10,8,386,-300,86,0.6228,_OR
clean_check_or_call,842acc10,8,386,-200,186,0.2595,:
clean_check_or_call,842acc10,8,386,-100,286,-0.2744, is
clean_check_or_call,842acc10,8,386,-50,336,0.0454, potential
clean_check_or_call,842acc10,8,386,-20,366,-0.0180, already
clean_check_or_call,842acc10,8,386,-10,376,0.4023, to
clean_check_or_call,842acc10,8,386,-5,381,-0.0729,JSON
clean_check_or_call,842acc10,8,386,-2,384,0.5391,action
clean_check_or_call,842acc10,8,386,-1,385,0.8164,""":"
clean_check_or_call,842acc10,8,386,0,386,1.4272," """
clean_check_or_call,842acc10,8,386,1,387,1.0319,CHECK
clean_check_or_call,842acc10,8,386,2,388,0.8691,_OR
clean_check_or_call,74b820aa,1,327,-300,27,-0.2617, a
clean_check_or_call,74b820aa,1,327,-200,127,-1.1654, so
clean_check_or_call,74b820aa,1,327,-100,227,-0.0278,:
clean_check_or_call,74b820aa,1,327,-50,277,-0.0709, to
clean_check_or_call,74b820aa,1,327,-20,307,0.0665, but
clean_check_or_call,74b820aa,1,327,-10,317,0.1153, should
clean_check_or_call,74b820aa,1,327,-5,322,-0.1456,JSON
clean_check_or_call,74b820aa,1,327,-2,325,0.0724,action
clean_check_or_call,74b820aa,1,327,-1,326,0.6992,""":"
clean_check_or_call,74b820aa,1,327,0,327,0.9066," """
clean_check_or_call,74b820aa,1,327,1,328,1.0029,CHECK
clean_check_or_call,74b820aa,1,327,2,329,0.8940,_OR
clean_check_or_call,74b820aa,2,353,-300,53,0.0432, analysis
clean_check_or_call,74b820aa,2,353,-200,153,-0.2190,:
clean_check_or_call,74b820aa,2,353,-100,253,-0.0287, has
clean_check_or_call,74b820aa,2,353,-50,303,-0.0933, a
clean_check_or_call,74b820aa,2,353,-20,333,0.0595, I
clean_check_or_call,74b820aa,2,353,-10,343,-0.0036, assess
clean_check_or_call,74b820aa,2,353,-5,348,-0.0236,JSON
clean_check_or_call,74b820aa,2,353,-2,351,1.3215,action
clean_check_or_call,74b820aa,2,353,-1,352,0.9595,""":"
clean_check_or_call,74b820aa,2,353,0,353,2.0198," """
clean_check_or_call,74b820aa,2,353,1,354,1.4423,CHECK
clean_check_or_call,74b820aa,2,353,2,355,1.1847,_OR
clean_check_or_call,74b820aa,4,363,-300,63,0.1539,:
clean_check_or_call,74b820aa,4,363,-200,163,-0.1228,8
clean_check_or_call,74b820aa,4,363,-100,263,0.1216,"

"
clean_check_or_call,74b820aa,4,363,-50,313,0.2617,","
clean_check_or_call,74b820aa,4,363,-20,343,-0.0671, I
clean_check_or_call,74b820aa,4,363,-10,353,-0.0689, assess
clean_check_or_call,74b820aa,4,363,-5,358,-0.0500,JSON
clean_check_or_call,74b820aa,4,363,-2,361,0.6046,action
clean_check_or_call,74b820aa,4,363,-1,362,0.9919,""":"
clean_check_or_call,74b820aa,4,363,0,363,1.3837," """
clean_check_or_call,74b820aa,4,363,1,364,1.4115,CHECK
clean_check_or_call,74b820aa,4,363,2,365,0.7733,_OR
clean_check_or_call,74b820aa,5,373,-300,73,-0.1811,".
"
clean_check_or_call,74b820aa,5,373,-200,173,-0.2525, 
clean_check_or_call,74b820aa,5,373,-100,273,0.1193, Th
clean_check_or_call,74b820aa,5,373,-50,323,-0.4587, a
clean_check_or_call,74b820aa,5,373,-20,353,-0.4289, the
clean_check_or_call,74b820aa,5,373,-10,363,-0.6793, have
clean_check_or_call,74b820aa,5,373,-5,368,-0.0843,JSON
clean_check_or_call,74b820aa,5,373,-2,371,0.6542,action
clean_check_or_call,74b820aa,5,373,-1,372,0.8344,""":"
clean_check_or_call,74b820aa,5,373,0,373,1.7153," """
clean_check_or_call,74b820aa,5,373,1,374,1.2331,CHECK
clean_check_or_call,74b820aa,5,373,2,375,1.2114,_OR
clean_check_or_call,74b820aa,7,382,-300,82,-0.7631,""""
clean_check_or_call,74b820aa,7,382,-200,182,0.1511, R
clean_check_or_call,74b820aa,7,382,-100,282,0.1566, ten
clean_check_or_call,74b820aa,7,382,-50,332,-0.0989, a
clean_check_or_call,74b820aa,7,382,-20,362,-0.0009, the
clean_check_or_call,74b820aa,7,382,-10,372,-0.4859, I
clean_check_or_call,74b820aa,7,382,-5,377,-0.1250,JSON
clean_check_or_call,74b820aa,7,382,-2,380,-0.0565,action
clean_check_or_call,74b820aa,7,382,-1,381,0.1354,""":"
clean_check_or_call,74b820aa,7,382,0,382,0.3373," """
clean_check_or_call,74b820aa,7,382,1,383,0.8366,CHECK
clean_check_or_call,74b820aa,7,382,2,384,0.7863,_OR
clean_check_or_call,f1019530,1,335,-300,35,-0.1206, step
clean_check_or_call,f1019530,1,335,-200,135,-0.4203,action
clean_check_or_call,f1019530,1,335,-100,235,0.4062,_CHO
clean_check_or_call,f1019530,1,335,-50,285,0.1883, not
clean_check_or_call,f1019530,1,335,-20,315,0.2961, the
clean_check_or_call,f1019530,1,335,-10,325,0.5858, to
clean_check_or_call,f1019530,1,335,-5,330,-0.0858,JSON
clean_check_or_call,f1019530,1,335,-2,333,0.7253,action
clean_check_or_call,f1019530,1,335,-1,334,0.9713,""":"
clean_check_or_call,f1019530,1,335,0,335,1.8319," """
clean_check_or_call,f1019530,1,335,1,336,1.3258,CHECK
clean_check_or_call,f1019530,1,335,2,337,1.3965,_OR
clean_check_or_call,f1019530,4,367,-300,67,0.1071, valid
clean_check_or_call,f1019530,4,367,-200,167,-0.0293,c
clean_check_or_call,f1019530,4,367,-100,267,0.0218,<|start_header_id|>
clean_check_or_call,f1019530,4,367,-50,317,0.1715, to
clean_check_or_call,f1019530,4,367,-20,347,0.1081, should
clean_check_or_call,f1019530,4,367,-10,357,-0.2615, that
clean_check_or_call,f1019530,4,367,-5,362,-0.1467,JSON
clean_check_or_call,f1019530,4,367,-2,365,-0.2309,action
clean_check_or_call,f1019530,4,367,-1,366,0.6322,""":"
clean_check_or_call,f1019530,4,367,0,367,0.7560," """
clean_check_or_call,f1019530,4,367,1,368,0.9527,CHECK
clean_check_or_call,f1019530,4,367,2,369,0.8026,_OR
clean_check_or_call,44c8e017,1,323,-300,23,-0.0951,4
clean_check_or_call,44c8e017,1,323,-200,123,-0.0996, little
clean_check_or_call,44c8e017,1,323,-100,223,-0.1613, your
clean_check_or_call,44c8e017,1,323,-50,273,0.0093, Ah
clean_check_or_call,44c8e017,1,323,-20,303,0.3778, I
clean_check_or_call,44c8e017,1,323,-10,313,0.1063, assess
clean_check_or_call,44c8e017,1,323,-5,318,-0.0466,JSON
clean_check_or_call,44c8e017,1,323,-2,321,1.1585,action
clean_check_or_call,44c8e017,1,323,-1,322,0.6167,""":"
clean_check_or_call,44c8e017,1,323,0,323,2.0673," """
clean_check_or_call,44c8e017,1,323,1,324,1.3655,CHECK
clean_check_or_call,44c8e017,1,323,2,325,1.3514,_OR
clean_check_or_call,44c8e017,2,344,-300,44,-0.0397,First
clean_check_or_call,44c8e017,2,344,-200,144,-0.1953,<|end_header_id|>
clean_check_or_call,44c8e017,2,344,-100,244,-0.0336,<|eot_id|>
clean_check_or_call,44c8e017,2,344,-50,294,0.2473,","
clean_check_or_call,44c8e017,2,344,-20,324,-0.0086, should
clean_check_or_call,44c8e017,2,344,-10,334,0.1058, how
clean_check_or_call,44c8e017,2,344,-5,339,-0.0738,JSON
clean_check_or_call,44c8e017,2,344,-2,342,0.6803,action
clean_check_or_call,44c8e017,2,344,-1,343,1.0791,""":"
clean_check_or_call,44c8e017,2,344,0,344,1.6785," """
clean_check_or_call,44c8e017,2,344,1,345,1.2032,CHECK
clean_check_or_call,44c8e017,2,344,2,346,1.0926,_OR
clean_check_or_call,44c8e017,4,360,-300,60,0.2225,Then
clean_check_or_call,44c8e017,4,360,-200,160,0.0665, Board
clean_check_or_call,44c8e017,4,360,-100,260,-0.1688,"""}"
clean_check_or_call,44c8e017,4,360,-50,310,-0.1879, hand
clean_check_or_call,44c8e017,4,360,-20,340,0.1589, I
clean_check_or_call,44c8e017,4,360,-10,350,-0.0657, potentially
clean_check_or_call,44c8e017,4,360,-5,355,-0.0586,JSON
clean_check_or_call,44c8e017,4,360,-2,358,0.9580,action
clean_check_or_call,44c8e017,4,360,-1,359,0.8899,""":"
clean_check_or_call,44c8e017,4,360,0,360,1.6155," """
clean_check_or_call,44c8e017,4,360,1,361,1.4326,CHECK
clean_check_or_call,44c8e017,4,360,2,362,1.0278,_OR
clean_check_or_call,44c8e017,5,377,-300,77,-0.1581,action
clean_check_or_call,44c8e017,5,377,-200,177,-0.1732,"
"
clean_check_or_call,44c8e017,5,377,-100,277,-0.3086, card
clean_check_or_call,44c8e017,5,377,-50,327,-0.4853, have
clean_check_or_call,44c8e017,5,377,-20,357,0.3903, have
clean_check_or_call,44c8e017,5,377,-10,367,0.6098, to
clean_check_or_call,44c8e017,5,377,-5,372,-0.0216,JSON
clean_check_or_call,44c8e017,5,377,-2,375,1.2192,action
clean_check_or_call,44c8e017,5,377,-1,376,1.0927,""":"
clean_check_or_call,44c8e017,5,377,0,377,2.1409," """
clean_check_or_call,44c8e017,5,377,1,378,1.6553,CHECK
clean_check_or_call,44c8e017,5,377,2,379,1.3654,_OR
clean_check_or_call,44c8e017,7,372,-300,72,0.1649, line
clean_check_or_call,44c8e017,7,372,-200,172,-0.2571,s
clean_check_or_call,44c8e017,7,372,-100,272,0.0407,ING
clean_check_or_call,44c8e017,7,372,-50,322,-0.0656, a
clean_check_or_call,44c8e017,7,372,-20,352,-0.0370, betting
clean_check_or_call,44c8e017,7,372,-10,362,0.3057, see
clean_check_or_call,44c8e017,7,372,-5,367,-0.1186,JSON
clean_check_or_call,44c8e017,7,372,-2,370,0.1803,action
clean_check_or_call,44c8e017,7,372,-1,371,0.2834,""":"
clean_check_or_call,44c8e017,7,372,0,372,0.9039," """
clean_check_or_call,44c8e017,7,372,1,373,0.5645,CHECK
