bucket,hand_id,decision_idx,verb_abs_pos,rel_pos,abs_pos,projection,token
clean_check_or_call,b3c594b5,2,313,1,314,0.3872,CH
clean_check_or_call,b3c594b5,2,313,2,315,1.1335,EC
clean_check_or_call,5db85f5e,2,314,-300,14,0.4120,-step
clean_check_or_call,5db85f5e,2,314,-200,114,-1.0307, folding
clean_check_or_call,5db85f5e,2,314,-100,214,-0.0902, Provide
clean_check_or_call,5db85f5e,2,314,-50,264,-0.0322, is
clean_check_or_call,5db85f5e,2,314,-20,294,-0.1498, met
clean_check_or_call,5db85f5e,2,314,-10,304,0.9625, to
clean_check_or_call,5db85f5e,2,314,-5,309,-0.5805,JSON
clean_check_or_call,5db85f5e,2,314,-2,312,-0.4728,action
clean_check_or_call,5db85f5e,2,314,-1,313,0.4027,""":"
clean_check_or_call,5db85f5e,2,314,0,314,0.8533," """
clean_check_or_call,5db85f5e,2,314,1,315,0.1743,CH
clean_check_or_call,5db85f5e,2,314,2,316,0.9696,EC
clean_check_or_call,7f799478,1,292,-200,92,0.2216,op
clean_check_or_call,7f799478,1,292,-100,192,0.4464, actions
clean_check_or_call,7f799478,1,292,-50,242,0.1994, strong
clean_check_or_call,7f799478,1,292,-20,272,0.3373, the
clean_check_or_call,7f799478,1,292,-10,282,0.6642, what
clean_check_or_call,7f799478,1,292,-5,287,-0.5674,JSON
clean_check_or_call,7f799478,1,292,-2,290,-0.2183,action
clean_check_or_call,7f799478,1,292,-1,291,0.5557,""":"
clean_check_or_call,7f799478,1,292,0,292,1.2924," """
clean_check_or_call,7f799478,1,292,1,293,0.2388,CH
clean_check_or_call,7f799478,1,292,2,294,0.9900,EC
clean_check_or_call,7f799478,1,292,5,297,0.6035,_CALL
clean_check_or_call,ff2290f0,2,317,-300,17,0.0453, choose
clean_check_or_call,ff2290f0,2,317,-200,117,-0.3202,".

"
clean_check_or_call,ff2290f0,2,317,-100,217,-0.2231, as
clean_check_or_call,ff2290f0,2,317,-50,267,0.4977, suggests
clean_check_or_call,ff2290f0,2,317,-20,297,0.0103, hand
clean_check_or_call,ff2290f0,2,317,-10,307,0.4512, the
clean_check_or_call,ff2290f0,2,317,-5,312,-0.5375,JSON
clean_check_or_call,ff2290f0,2,317,-2,315,-0.2027,action
clean_check_or_call,ff2290f0,2,317,-1,316,0.8576,""":"
clean_check_or_call,ff2290f0,2,317,0,317,1.5037," """
clean_check_or_call,ff2290f0,2,317,1,318,0.2206,CH
clean_check_or_call,ff2290f0,2,317,2,319,1.1991,EC
clean_check_or_call,47193a37,1,288,-200,88,0.2122, opponent
clean_check_or_call,47193a37,1,288,-100,188,0.3175,I
clean_check_or_call,47193a37,1,288,-50,238,0.5741, they
clean_check_or_call,47193a37,1,288,-20,268,0.3339, the
clean_check_or_call,47193a37,1,288,-10,278,0.6469, what
clean_check_or_call,47193a37,1,288,-5,283,-0.5731,JSON
clean_check_or_call,47193a37,1,288,-2,286,-0.2412,action
clean_check_or_call,47193a37,1,288,-1,287,0.5115,""":"
clean_check_or_call,47193a37,1,288,0,288,1.2718," """
clean_check_or_call,47193a37,1,288,1,289,0.2085,CH
clean_check_or_call,47193a37,1,288,2,290,0.9211,EC
clean_check_or_call,47193a37,1,288,5,293,0.6031,_CALL
clean_check_or_call,47193a37,2,323,-300,23,0.1723, RE
clean_check_or_call,47193a37,2,323,-200,123,-1.8418," """
clean_check_or_call,47193a37,2,323,-100,223,-0.1594,Y
clean_check_or_call,47193a37,2,323,-50,273,0.4323, very
clean_check_or_call,47193a37,2,323,-20,303,0.2589, draw
clean_check_or_call,47193a37,2,323,-10,313,0.4734, the
clean_check_or_call,47193a37,2,323,-5,318,-0.5405,JSON
clean_check_or_call,47193a37,2,323,-2,321,-0.0866,action
clean_check_or_call,47193a37,2,323,-1,322,0.9567,""":"
clean_check_or_call,47193a37,2,323,0,323,1.5414," """
clean_check_or_call,47193a37,2,323,1,324,0.1859,CH
clean_check_or_call,47193a37,2,323,2,325,1.2657,EC
clean_check_or_call,0306ad6b,2,316,-300,16,0.0560, then
clean_check_or_call,0306ad6b,2,316,-200,116,-0.5453, best
clean_check_or_call,0306ad6b,2,316,-100,216,-0.2826, JSON
clean_check_or_call,0306ad6b,2,316,-50,266,-0.0092, threatening
clean_check_or_call,0306ad6b,2,316,-20,296,-0.0392,","
clean_check_or_call,0306ad6b,2,316,-10,306,0.8468, do
clean_check_or_call,0306ad6b,2,316,-5,311,-0.5336,JSON
clean_check_or_call,0306ad6b,2,316,-2,314,-0.1503,action
clean_check_or_call,0306ad6b,2,316,-1,315,0.8574,""":"
clean_check_or_call,0306ad6b,2,316,0,316,1.5798," """
clean_check_or_call,0306ad6b,2,316,1,317,0.3221,CH
clean_check_or_call,0306ad6b,2,316,2,318,1.1649,EC
clean_check_or_call,4ed956f9,2,309,-300,9,0.1846,yze
clean_check_or_call,4ed956f9,2,309,-200,109,0.2262, little
clean_check_or_call,4ed956f9,2,309,-100,209,0.4780,:
clean_check_or_call,4ed956f9,2,309,-50,259,0.2363, a
clean_check_or_call,4ed956f9,2,309,-20,289,0.3027, potential
clean_check_or_call,4ed956f9,2,309,-10,299,0.8918, to
clean_check_or_call,4ed956f9,2,309,-5,304,-0.5305,JSON
clean_check_or_call,4ed956f9,2,309,-2,307,-0.2499,action
clean_check_or_call,4ed956f9,2,309,-1,308,0.4025,""":"
clean_check_or_call,4ed956f9,2,309,0,309,0.9357," """
clean_check_or_call,4ed956f9,2,309,1,310,0.1889,CH
clean_check_or_call,4ed956f9,2,309,2,311,0.9500,EC
clean_check_or_call,4ed956f9,2,309,5,314,0.5021,_CALL
clean_check_or_call,449d749d,2,309,-300,9,0.1846,yze
clean_check_or_call,449d749d,2,309,-200,109,0.2262, little
clean_check_or_call,449d749d,2,309,-100,209,-0.0697,Choose
clean_check_or_call,449d749d,2,309,-50,259,0.0145, is
clean_check_or_call,449d749d,2,309,-20,289,-0.1466, met
clean_check_or_call,449d749d,2,309,-10,299,0.9817, to
clean_check_or_call,449d749d,2,309,-5,304,-0.5919,JSON
clean_check_or_call,449d749d,2,309,-2,307,-0.4630,action
clean_check_or_call,449d749d,2,309,-1,308,0.3635,""":"
clean_check_or_call,449d749d,2,309,0,309,0.8873," """
clean_check_or_call,449d749d,2,309,1,310,0.1615,CH
clean_check_or_call,449d749d,2,309,2,311,0.9580,EC
clean_check_or_call,19eacc75,2,302,-300,2,0.1864,You
clean_check_or_call,19eacc75,2,302,-200,102,0.1847, hand
clean_check_or_call,19eacc75,2,302,-100,202,0.3364,1
clean_check_or_call,19eacc75,2,302,-50,252,0.2553, opponent
clean_check_or_call,19eacc75,2,302,-20,282,1.2542, Checking
clean_check_or_call,19eacc75,2,302,-10,292,0.1392, has
clean_check_or_call,19eacc75,2,302,-5,297,-0.5758,JSON
clean_check_or_call,19eacc75,2,302,-2,300,-0.3776,action
clean_check_or_call,19eacc75,2,302,-1,301,0.4628,""":"
clean_check_or_call,19eacc75,2,302,0,302,0.9866," """
clean_check_or_call,19eacc75,2,302,1,303,0.1719,CH
clean_check_or_call,19eacc75,2,302,2,304,1.0663,EC
clean_check_or_call,cbef2e9a,2,324,-300,24,0.1717,AS
clean_check_or_call,cbef2e9a,2,324,-200,124,0.2309,F
clean_check_or_call,cbef2e9a,2,324,-100,224,-0.4664,action
clean_check_or_call,cbef2e9a,2,324,-50,274,0.3530, a
clean_check_or_call,cbef2e9a,2,324,-20,304,0.3961, stronger
clean_check_or_call,cbef2e9a,2,324,-10,314,0.4952, the
clean_check_or_call,cbef2e9a,2,324,-5,319,-0.5327,JSON
clean_check_or_call,cbef2e9a,2,324,-2,322,-0.1565,action
clean_check_or_call,cbef2e9a,2,324,-1,323,1.0002,""":"
clean_check_or_call,cbef2e9a,2,324,0,324,1.5271," """
clean_check_or_call,cbef2e9a,2,324,1,325,0.1619,CH
clean_check_or_call,cbef2e9a,2,324,2,326,1.1686,EC
clean_check_or_call,e2b6cc38,2,304,-300,4,0.0258, a
clean_check_or_call,e2b6cc38,2,304,-200,104,0.1373, My
clean_check_or_call,e2b6cc38,2,304,-100,204,0.4809,")
"
clean_check_or_call,e2b6cc38,2,304,-50,254,0.4395, draw
clean_check_or_call,e2b6cc38,2,304,-20,284,1.1485, Checking
clean_check_or_call,e2b6cc38,2,304,-10,294,0.1588, has
clean_check_or_call,e2b6cc38,2,304,-5,299,-0.5625,JSON
clean_check_or_call,e2b6cc38,2,304,-2,302,-0.3690,action
clean_check_or_call,e2b6cc38,2,304,-1,303,0.4754,""":"
clean_check_or_call,e2b6cc38,2,304,0,304,0.9791," """
clean_check_or_call,e2b6cc38,2,304,1,305,0.2548,CH
clean_check_or_call,e2b6cc38,2,304,2,306,1.0505,EC
clean_check_or_call,fafb7903,1,291,-200,91,0.3930,fl
clean_check_or_call,fafb7903,1,291,-100,191,0.4495,Recent
clean_check_or_call,fafb7903,1,291,-50,241,0.4351, a
clean_check_or_call,fafb7903,1,291,-20,271,0.3311, the
clean_check_or_call,fafb7903,1,291,-10,281,0.6526, what
clean_check_or_call,fafb7903,1,291,-5,286,-0.5682,JSON
clean_check_or_call,fafb7903,1,291,-2,289,-0.2296,action
clean_check_or_call,fafb7903,1,291,-1,290,0.5438,""":"
clean_check_or_call,fafb7903,1,291,0,291,1.2814," """
clean_check_or_call,fafb7903,1,291,1,292,0.2127,CH
clean_check_or_call,fafb7903,1,291,2,293,0.9826,EC
clean_check_or_call,fafb7903,1,291,5,296,0.6264,_CALL
clean_check_or_call,b571799e,2,325,-300,25,0.0953,ON
clean_check_or_call,b571799e,2,325,-200,125,-1.0455,OLD
clean_check_or_call,b571799e,2,325,-100,225,-0.4381,""":"
clean_check_or_call,b571799e,2,325,-50,275,0.2780, have
clean_check_or_call,b571799e,2,325,-20,305,0.4457, the
clean_check_or_call,b571799e,2,325,-10,315,0.6481, what
clean_check_or_call,b571799e,2,325,-5,320,-0.5321,JSON
clean_check_or_call,b571799e,2,325,-2,323,-0.1501,action
clean_check_or_call,b571799e,2,325,-1,324,0.8335,""":"
clean_check_or_call,b571799e,2,325,0,325,1.5486," """
clean_check_or_call,b571799e,2,325,1,326,0.2185,CH
clean_check_or_call,b571799e,2,325,2,327,1.1902,EC
clean_check_or_call,0a3ee396,1,283,-200,83,0.0835,AS
clean_check_or_call,0a3ee396,1,283,-100,183,0.2049,B
clean_check_or_call,0a3ee396,1,283,-50,233,0.2264, called
clean_check_or_call,0a3ee396,1,283,-20,263,0.5649,.
clean_check_or_call,0a3ee396,1,283,-10,273,0.6590, what
clean_check_or_call,0a3ee396,1,283,-5,278,-0.5647,JSON
clean_check_or_call,0a3ee396,1,283,-2,281,-0.2954,action
clean_check_or_call,0a3ee396,1,283,-1,282,0.5375,""":"
clean_check_or_call,0a3ee396,1,283,0,283,1.2514," """
clean_check_or_call,0a3ee396,1,283,1,284,0.2134,CH
clean_check_or_call,0a3ee396,1,283,2,285,0.8924,EC
clean_check_or_call,0a3ee396,2,343,-300,43,0.1085, by
clean_check_or_call,0a3ee396,2,343,-200,143,0.1502, 
clean_check_or_call,0a3ee396,2,343,-100,243,0.4541, on
clean_check_or_call,0a3ee396,2,343,-50,293,0.4131, they
clean_check_or_call,0a3ee396,2,343,-20,323,0.1793, opponent
clean_check_or_call,0a3ee396,2,343,-10,333,0.5435, they
clean_check_or_call,0a3ee396,2,343,-5,338,-0.5377,JSON
clean_check_or_call,0a3ee396,2,343,-2,341,-0.1409,action
clean_check_or_call,0a3ee396,2,343,-1,342,0.9537,""":"
clean_check_or_call,0a3ee396,2,343,0,343,1.4813," """
clean_check_or_call,0a3ee396,2,343,1,344,0.1452,CH
clean_check_or_call,0a3ee396,2,343,2,345,1.2247,EC
clean_check_or_call,0a3ee396,4,335,-300,35,0.1875,4
clean_check_or_call,0a3ee396,4,335,-200,135,0.1461,:
clean_check_or_call,0a3ee396,4,335,-100,235,-0.2214, as
clean_check_or_call,0a3ee396,4,335,-50,285,0.0933, not
clean_check_or_call,0a3ee396,4,335,-20,315,0.0736, believe
clean_check_or_call,0a3ee396,4,335,-10,325,-0.1174, want
clean_check_or_call,0a3ee396,4,335,-5,330,-0.5253,JSON
clean_check_or_call,0a3ee396,4,335,-2,333,-0.2173,action
clean_check_or_call,0a3ee396,4,335,-1,334,0.2672,""":"
clean_check_or_call,0a3ee396,4,335,0,335,0.8059," """
clean_check_or_call,0a3ee396,4,335,1,336,0.1864,CH
clean_check_or_call,0a3ee396,4,335,2,337,0.4874,EC
clean_check_or_call,0a3ee396,4,335,5,340,0.4174,_CALL
clean_check_or_call,0a3ee396,7,349,-300,49,-0.1873, new
clean_check_or_call,0a3ee396,7,349,-200,149,0.2771, 
clean_check_or_call,0a3ee396,7,349,-100,249,0.3433,_CH
clean_check_or_call,0a3ee396,7,349,-50,299,0.8861, suggests
clean_check_or_call,0a3ee396,7,349,-20,329,0.0161, flush
clean_check_or_call,0a3ee396,7,349,-10,339,0.2958, the
clean_check_or_call,0a3ee396,7,349,-5,344,-0.5488,JSON
clean_check_or_call,0a3ee396,7,349,-2,347,-0.1202,action
clean_check_or_call,0a3ee396,7,349,-1,348,0.7449,""":"
clean_check_or_call,0a3ee396,7,349,0,349,1.3221," """
clean_check_or_call,0a3ee396,7,349,1,350,0.0982,CH
clean_check_or_call,0a3ee396,7,349,2,351,0.9102,EC
clean_check_or_call,629cf86a,1,287,-200,87,-0.0293, The
clean_check_or_call,629cf86a,1,287,-100,187,0.1726,RA
clean_check_or_call,629cf86a,1,287,-50,237,0.5199,","
clean_check_or_call,629cf86a,1,287,-20,267,0.6106,.
clean_check_or_call,629cf86a,1,287,-10,277,0.6943, what
clean_check_or_call,629cf86a,1,287,-5,282,-0.5675,JSON
clean_check_or_call,629cf86a,1,287,-2,285,-0.2408,action
clean_check_or_call,629cf86a,1,287,-1,286,0.5428,""":"
clean_check_or_call,629cf86a,1,287,0,287,1.2893," """
clean_check_or_call,629cf86a,1,287,1,288,0.2354,CH
clean_check_or_call,629cf86a,1,287,2,289,0.8651,EC
clean_check_or_call,3f1c36f9,2,304,-300,4,0.0258, a
clean_check_or_call,3f1c36f9,2,304,-200,104,0.1373, My
clean_check_or_call,3f1c36f9,2,304,-100,204,0.4357,")
"
clean_check_or_call,3f1c36f9,2,304,-50,254,0.3199, Since
clean_check_or_call,3f1c36f9,2,304,-20,284,1.2054, Checking
clean_check_or_call,3f1c36f9,2,304,-10,294,0.1180, has
clean_check_or_call,3f1c36f9,2,304,-5,299,-0.5742,JSON
clean_check_or_call,3f1c36f9,2,304,-2,302,-0.4034,action
clean_check_or_call,3f1c36f9,2,304,-1,303,0.4793,""":"
clean_check_or_call,3f1c36f9,2,304,0,304,0.9665," """
clean_check_or_call,3f1c36f9,2,304,1,305,0.1981,CH
clean_check_or_call,3f1c36f9,2,304,2,306,1.0189,EC
clean_check_or_call,a86a2bba,4,332,-300,32,0.1998, (
clean_check_or_call,a86a2bba,4,332,-200,132,0.4289,-
clean_check_or_call,a86a2bba,4,332,-100,232,0.3071,")

"
clean_check_or_call,a86a2bba,4,332,-50,282,0.1989, for
clean_check_or_call,a86a2bba,4,332,-20,312,0.7812, call
clean_check_or_call,a86a2bba,4,332,-10,322,0.0765, or
clean_check_or_call,a86a2bba,4,332,-5,327,-0.5222,JSON
clean_check_or_call,a86a2bba,4,332,-2,330,-0.0773,action
clean_check_or_call,a86a2bba,4,332,-1,331,0.4102,""":"
clean_check_or_call,a86a2bba,4,332,0,332,0.8742," """
clean_check_or_call,a86a2bba,4,332,1,333,0.1859,CH
clean_check_or_call,a86a2bba,4,332,2,334,0.8046,EC
clean_check_or_call,a86a2bba,4,332,5,337,0.4650,_CALL
clean_check_or_call,39e14634,2,308,-300,8,0.0925, Anal
clean_check_or_call,39e14634,2,308,-200,108,-0.0851, with
clean_check_or_call,39e14634,2,308,-100,208,-0.0730,Choose
clean_check_or_call,39e14634,2,308,-50,258,0.1000, 
clean_check_or_call,39e14634,2,308,-20,288,0.0577, raise
clean_check_or_call,39e14634,2,308,-10,298,0.0589, the
clean_check_or_call,39e14634,2,308,-5,303,-0.6398,JSON
clean_check_or_call,39e14634,2,308,-2,306,-0.6652,action
clean_check_or_call,39e14634,2,308,-1,307,0.1587,""":"
clean_check_or_call,39e14634,2,308,0,308,0.5985," """
clean_check_or_call,39e14634,2,308,1,309,0.0669,CH
clean_check_or_call,39e14634,2,308,2,310,0.8472,EC
clean_check_or_call,327dacee,1,308,-300,8,0.0925, Anal
clean_check_or_call,327dacee,1,308,-200,108,-0.0851, with
clean_check_or_call,327dacee,1,308,-100,208,-0.0956,Choose
clean_check_or_call,327dacee,1,308,-50,258,0.0707, pair
clean_check_or_call,327dacee,1,308,-20,288,0.5381, if
clean_check_or_call,327dacee,1,308,-10,298,-0.0600, giving
clean_check_or_call,327dacee,1,308,-5,303,-0.6074,JSON
clean_check_or_call,327dacee,1,308,-2,306,-0.4996,action
clean_check_or_call,327dacee,1,308,-1,307,0.4260,""":"
clean_check_or_call,327dacee,1,308,0,308,0.8449," """
clean_check_or_call,327dacee,1,308,1,309,0.1575,CH
clean_check_or_call,327dacee,1,308,2,310,0.9335,EC
clean_check_or_call,327dacee,1,308,5,313,0.3800,_CALL
clean_check_or_call,10edf7bd,1,308,-300,8,0.0925, Anal
clean_check_or_call,10edf7bd,1,308,-200,108,-0.0851, with
clean_check_or_call,10edf7bd,1,308,-100,208,-0.0769, Provide
clean_check_or_call,10edf7bd,1,308,-50,258,0.0701, Ace
clean_check_or_call,10edf7bd,1,308,-20,288,0.2112,2
clean_check_or_call,10edf7bd,1,308,-10,298,0.4223, the
clean_check_or_call,10edf7bd,1,308,-5,303,-0.5413,JSON
clean_check_or_call,10edf7bd,1,308,-2,306,-0.2295,action
clean_check_or_call,10edf7bd,1,308,-1,307,0.1574,""":"
clean_check_or_call,10edf7bd,1,308,0,308,0.5379," """
clean_check_or_call,10edf7bd,1,308,1,309,0.1923,CH
clean_check_or_call,10edf7bd,1,308,2,310,0.3591,EC
clean_check_or_call,10edf7bd,1,308,5,313,0.3886,_CALL
clean_check_or_call,127c5655,1,309,-300,9,0.1846,yze
clean_check_or_call,127c5655,1,309,-200,109,0.2262, little
clean_check_or_call,127c5655,1,309,-100,209,-0.1240,.
clean_check_or_call,127c5655,1,309,-50,259,0.4640,","
clean_check_or_call,127c5655,1,309,-20,289,0.2903, for
clean_check_or_call,127c5655,1,309,-10,299,0.5908, see
clean_check_or_call,127c5655,1,309,-5,304,-0.5396,JSON
clean_check_or_call,127c5655,1,309,-2,307,-0.2244,action
clean_check_or_call,127c5655,1,309,-1,308,0.2496,""":"
clean_check_or_call,127c5655,1,309,0,309,0.6676," """
clean_check_or_call,127c5655,1,309,1,310,0.2069,CH
clean_check_or_call,127c5655,1,309,2,311,0.4537,EC
clean_check_or_call,127c5655,1,309,5,314,0.3803,_CALL
clean_check_or_call,5fd9af8f,1,312,-300,12,0.2923, step
clean_check_or_call,5fd9af8f,1,312,-200,112,-0.8836,","
clean_check_or_call,5fd9af8f,1,312,-100,212,-0.0771, then
clean_check_or_call,5fd9af8f,1,312,-50,262,0.1882, a
clean_check_or_call,5fd9af8f,1,312,-20,292,0.5054, and
clean_check_or_call,5fd9af8f,1,312,-10,302,0.5161, is
clean_check_or_call,5fd9af8f,1,312,-5,307,-0.5519,JSON
clean_check_or_call,5fd9af8f,1,312,-2,310,-0.2680,action
clean_check_or_call,5fd9af8f,1,312,-1,311,0.1264,""":"
clean_check_or_call,5fd9af8f,1,312,0,312,0.5406," """
clean_check_or_call,5fd9af8f,1,312,1,313,0.1478,CH
clean_check_or_call,5fd9af8f,1,312,2,314,0.4328,EC
clean_check_or_call,5fd9af8f,1,312,5,317,0.3270,_CALL
clean_legal_fold,b2b2ff6a,4,331,-300,31,0.3313, analysis
clean_legal_fold,b2b2ff6a,4,331,-200,131,0.1996,":
"
clean_legal_fold,b2b2ff6a,4,331,-100,231,-0.0023, your
clean_legal_fold,b2b2ff6a,4,331,-50,281,0.1289,s
clean_legal_fold,b2b2ff6a,4,331,-20,311,0.1433, have
clean_legal_fold,b2b2ff6a,4,331,-10,321,-0.1734, avoid
clean_legal_fold,b2b2ff6a,4,331,-5,326,-0.7338,JSON
clean_legal_fold,b2b2ff6a,4,331,-2,329,-1.4592,action
clean_legal_fold,b2b2ff6a,4,331,-1,330,-1.6950,""":"
clean_legal_fold,b2b2ff6a,4,331,0,331,-2.0193," """
clean_legal_fold,b2b2ff6a,4,331,1,332,0.2789,F
clean_legal_fold,b2b2ff6a,4,331,2,333,-0.8322,OLD
clean_legal_fold,276323bb,4,341,-300,41,0.0353,:
clean_legal_fold,276323bb,4,341,-200,141,0.3455,-
clean_legal_fold,276323bb,4,341,-100,241,-0.4425,""":"
clean_legal_fold,276323bb,4,341,-50,291,0.3992, draw
clean_legal_fold,276323bb,4,341,-20,321,0.6323,-fl
clean_legal_fold,276323bb,4,341,-10,331,0.0916, avoid
clean_legal_fold,276323bb,4,341,-5,336,-0.7698,JSON
clean_legal_fold,276323bb,4,341,-2,339,-1.3348,action
clean_legal_fold,276323bb,4,341,-1,340,-1.4124,""":"
clean_legal_fold,276323bb,4,341,0,341,-1.8167," """
clean_legal_fold,276323bb,4,341,1,342,0.2529,F
clean_legal_fold,276323bb,4,341,2,343,-0.8244,OLD
clean_legal_fold,a4f238cd,4,319,-300,19,0.3027, action
clean_legal_fold,a4f238cd,4,319,-200,119,-0.7688,:
clean_legal_fold,a4f238cd,4,319,-100,219,0.2840, 
