bucket,hand_id,decision_idx,head_idx,rank,src_position,src_token,attn_weight,entropy_over_seq,seq_len
clean_check_or_call,49af524b,2,9,1,0,<s>,0.1514,2.6283,310
clean_check_or_call,49af524b,2,9,2,307,action,0.1182,2.6283,310
clean_check_or_call,49af524b,2,9,3,303,".

",0.0996,2.6283,310
clean_check_or_call,49af524b,2,9,4,305,:,0.0928,2.6283,310
clean_check_or_call,49af524b,2,9,5,306," {""",0.0874,2.6283,310
clean_check_or_call,49af524b,2,9,6,309," """,0.0625,2.6283,310
clean_check_or_call,49af524b,2,9,7,308,""":",0.0334,2.6283,310
clean_check_or_call,49af524b,2,15,0,0,<s>,0.1758,3.9522,310
clean_check_or_call,49af524b,2,15,1,294, Checking,0.0732,3.9522,310
clean_check_or_call,49af524b,2,15,2,7,.,0.0688,3.9522,310
clean_check_or_call,49af524b,2,15,3,303,".

",0.0601,3.9522,310
clean_check_or_call,49af524b,2,15,4,307,action,0.0430,3.9522,310
clean_check_or_call,49af524b,2,15,5,309," """,0.0308,3.9522,310
clean_check_or_call,49af524b,2,15,6,302, turn,0.0267,3.9522,310
clean_check_or_call,49af524b,2,15,7,293,.,0.0249,3.9522,310
clean_check_or_call,49af524b,4,22,0,332, check,0.2002,3.2452,348
clean_check_or_call,49af524b,4,22,1,333, and,0.0977,3.2452,348
clean_check_or_call,49af524b,4,22,2,291, calling,0.0918,3.2452,348
clean_check_or_call,49af524b,4,22,3,300,.,0.0713,3.2452,348
clean_check_or_call,49af524b,4,22,4,341,".

",0.0713,3.2452,348
clean_check_or_call,49af524b,4,22,5,323,.,0.0540,3.2452,348
clean_check_or_call,49af524b,4,22,6,334, see,0.0432,3.2452,348
clean_check_or_call,49af524b,4,22,7,331, to,0.0327,3.2452,348
clean_check_or_call,49af524b,4,9,0,342,JSON,0.1680,2.7918,348
clean_check_or_call,49af524b,4,9,1,0,<s>,0.1484,2.7918,348
clean_check_or_call,49af524b,4,9,2,343,:,0.1211,2.7918,348
clean_check_or_call,49af524b,4,9,3,341,".

",0.1113,2.7918,348
clean_check_or_call,49af524b,4,9,4,345,action,0.0913,2.7918,348
clean_check_or_call,49af524b,4,9,5,347," """,0.0776,2.7918,348
clean_check_or_call,49af524b,4,9,6,344," {""",0.0669,2.7918,348
clean_check_or_call,49af524b,4,9,7,346,""":",0.0454,2.7918,348
clean_check_or_call,49af524b,4,15,0,332, check,0.1611,3.8889,348
clean_check_or_call,49af524b,4,15,1,0,<s>,0.1240,3.8889,348
clean_check_or_call,49af524b,4,15,2,333, and,0.0820,3.8889,348
clean_check_or_call,49af524b,4,15,3,341,".

",0.0613,3.8889,348
clean_check_or_call,49af524b,4,15,4,7,.,0.0457,3.8889,348
clean_check_or_call,49af524b,4,15,5,300,.,0.0304,3.8889,348
clean_check_or_call,49af524b,4,15,6,347," """,0.0251,3.8889,348
clean_check_or_call,49af524b,4,15,7,345,action,0.0209,3.8889,348
clean_check_or_call,d8ee7de6,2,22,0,312, Checking,0.2080,3.2239,330
clean_check_or_call,d8ee7de6,2,22,1,315, safer,0.1152,3.2239,330
clean_check_or_call,d8ee7de6,2,22,2,311,.,0.0986,3.2239,330
clean_check_or_call,d8ee7de6,2,22,3,316, option,0.0840,3.2239,330
clean_check_or_call,d8ee7de6,2,22,4,293,.,0.0635,3.2239,330
clean_check_or_call,d8ee7de6,2,22,5,323,".

",0.0320,3.2239,330
clean_check_or_call,d8ee7de6,2,22,6,322, does,0.0273,3.2239,330
clean_check_or_call,d8ee7de6,2,22,7,270,.,0.0223,3.2239,330
clean_check_or_call,d8ee7de6,2,9,0,324,JSON,0.2334,2.5931,330
clean_check_or_call,d8ee7de6,2,9,1,0,<s>,0.1416,2.5931,330
clean_check_or_call,d8ee7de6,2,9,2,325,:,0.1152,2.5931,330
clean_check_or_call,d8ee7de6,2,9,3,323,".

",0.1128,2.5931,330
clean_check_or_call,d8ee7de6,2,9,4,327,action,0.0986,2.5931,330
clean_check_or_call,d8ee7de6,2,9,5,326," {""",0.0825,2.5931,330
clean_check_or_call,d8ee7de6,2,9,6,329," """,0.0498,2.5931,330
clean_check_or_call,d8ee7de6,2,9,7,328,""":",0.0354,2.5931,330
clean_check_or_call,d8ee7de6,2,15,0,312, Checking,0.1235,4.1586,330
clean_check_or_call,d8ee7de6,2,15,1,0,<s>,0.1143,4.1586,330
clean_check_or_call,d8ee7de6,2,15,2,323,".

",0.0549,4.1586,330
clean_check_or_call,d8ee7de6,2,15,3,7,.,0.0415,4.1586,330
clean_check_or_call,d8ee7de6,2,15,4,327,action,0.0344,4.1586,330
clean_check_or_call,d8ee7de6,2,15,5,329," """,0.0289,4.1586,330
clean_check_or_call,d8ee7de6,2,15,6,311,.,0.0284,4.1586,330
clean_check_or_call,d8ee7de6,2,15,7,313, is,0.0237,4.1586,330
clean_check_or_call,54e89359,1,22,0,292, check,0.2910,3.3342,309
clean_check_or_call,54e89359,1,22,1,293, and,0.0757,3.3342,309
clean_check_or_call,54e89359,1,22,2,298, before,0.0466,3.3342,309
clean_check_or_call,54e89359,1,22,3,302,".

",0.0398,3.3342,309
clean_check_or_call,54e89359,1,22,4,272,.,0.0393,3.3342,309
clean_check_or_call,54e89359,1,22,5,294, see,0.0302,3.3342,309
clean_check_or_call,54e89359,1,22,6,291, to,0.0266,3.3342,309
clean_check_or_call,54e89359,1,22,7,263, hand,0.0258,3.3342,309
clean_check_or_call,54e89359,1,9,0,303,JSON,0.1875,2.8080,309
clean_check_or_call,54e89359,1,9,1,0,<s>,0.1680,2.8080,309
clean_check_or_call,54e89359,1,9,2,302,".

",0.1099,2.8080,309
clean_check_or_call,54e89359,1,9,3,306,action,0.1035,2.8080,309
clean_check_or_call,54e89359,1,9,4,305," {""",0.0845,2.8080,309
clean_check_or_call,54e89359,1,9,5,304,:,0.0830,2.8080,309
clean_check_or_call,54e89359,1,9,6,308," """,0.0544,2.8080,309
clean_check_or_call,54e89359,1,9,7,307,""":",0.0259,2.8080,309
clean_check_or_call,54e89359,1,15,0,0,<s>,0.1060,4.1000,309
clean_check_or_call,54e89359,1,15,1,292, check,0.1011,4.1000,309
clean_check_or_call,54e89359,1,15,2,293, and,0.0713,4.1000,309
clean_check_or_call,54e89359,1,15,3,302,".

",0.0486,4.1000,309
clean_check_or_call,54e89359,1,15,4,7,.,0.0393,4.1000,309
clean_check_or_call,54e89359,1,15,5,306,action,0.0381,4.1000,309
clean_check_or_call,54e89359,1,15,6,308," """,0.0332,4.1000,309
clean_check_or_call,54e89359,1,15,7,297,op,0.0320,4.1000,309
clean_check_or_call,c84bdcb3,2,22,0,303, check,0.2676,2.9324,319
clean_check_or_call,c84bdcb3,2,22,1,312,".

",0.1348,2.9324,319
clean_check_or_call,c84bdcb3,2,22,2,308, do,0.0928,2.9324,319
clean_check_or_call,c84bdcb3,2,22,3,304, and,0.0757,2.9324,319
clean_check_or_call,c84bdcb3,2,22,4,305, see,0.0581,2.9324,319
clean_check_or_call,c84bdcb3,2,22,5,264,.,0.0283,2.9324,319
clean_check_or_call,c84bdcb3,2,22,6,302, to,0.0278,2.9324,319
clean_check_or_call,c84bdcb3,2,22,7,298,",",0.0249,2.9324,319
clean_check_or_call,c84bdcb3,2,9,0,0,<s>,0.1836,2.7226,319
clean_check_or_call,c84bdcb3,2,9,1,313,JSON,0.1514,2.7226,319
clean_check_or_call,c84bdcb3,2,9,2,312,".

",0.1201,2.7226,319
clean_check_or_call,c84bdcb3,2,9,3,314,:,0.1099,2.7226,319
clean_check_or_call,c84bdcb3,2,9,4,316,action,0.0884,2.7226,319
clean_check_or_call,c84bdcb3,2,9,5,315," {""",0.0762,2.7226,319
clean_check_or_call,c84bdcb3,2,9,6,318," """,0.0718,2.7226,319
clean_check_or_call,c84bdcb3,2,9,7,317,""":",0.0381,2.7226,319
clean_check_or_call,c84bdcb3,2,15,0,0,<s>,0.1826,3.8809,319
clean_check_or_call,c84bdcb3,2,15,1,303, check,0.0986,3.8809,319
clean_check_or_call,c84bdcb3,2,15,2,7,.,0.0679,3.8809,319
clean_check_or_call,c84bdcb3,2,15,3,312,".

",0.0569,3.8809,319
clean_check_or_call,c84bdcb3,2,15,4,304, and,0.0491,3.8809,319
clean_check_or_call,c84bdcb3,2,15,5,311, turn,0.0289,3.8809,319
clean_check_or_call,c84bdcb3,2,15,6,316,action,0.0261,3.8809,319
clean_check_or_call,c84bdcb3,2,15,7,308, do,0.0256,3.8809,319
clean_check_or_call,b3c594b5,2,22,0,298, check,0.2715,2.9272,314
clean_check_or_call,b3c594b5,2,22,1,307,".

",0.1279,2.9272,314
clean_check_or_call,b3c594b5,2,22,2,303, do,0.0996,2.9272,314
clean_check_or_call,b3c594b5,2,22,3,299, and,0.0752,2.9272,314
clean_check_or_call,b3c594b5,2,22,4,300, see,0.0613,2.9272,314
clean_check_or_call,b3c594b5,2,22,5,261,.,0.0272,2.9272,314
clean_check_or_call,b3c594b5,2,22,6,296, best,0.0240,2.9272,314
clean_check_or_call,b3c594b5,2,22,7,306, turn,0.0233,2.9272,314
clean_check_or_call,b3c594b5,2,9,0,0,<s>,0.1807,2.7167,314
clean_check_or_call,b3c594b5,2,9,1,308,JSON,0.1504,2.7167,314
clean_check_or_call,b3c594b5,2,9,2,307,".

",0.1187,2.7167,314
clean_check_or_call,b3c594b5,2,9,3,309,:,0.1152,2.7167,314
clean_check_or_call,b3c594b5,2,9,4,311,action,0.0933,2.7167,314
clean_check_or_call,b3c594b5,2,9,5,310," {""",0.0767,2.7167,314
clean_check_or_call,b3c594b5,2,9,6,313," """,0.0708,2.7167,314
clean_check_or_call,b3c594b5,2,9,7,312,""":",0.0369,2.7167,314
clean_check_or_call,b3c594b5,2,15,0,0,<s>,0.1846,3.8802,314
clean_check_or_call,b3c594b5,2,15,1,298, check,0.0972,3.8802,314
clean_check_or_call,b3c594b5,2,15,2,7,.,0.0684,3.8802,314
clean_check_or_call,b3c594b5,2,15,3,307,".

",0.0569,3.8802,314
clean_check_or_call,b3c594b5,2,15,4,299, and,0.0466,3.8802,314
clean_check_or_call,b3c594b5,2,15,5,306, turn,0.0284,3.8802,314
clean_check_or_call,b3c594b5,2,15,6,311,action,0.0259,3.8802,314
clean_check_or_call,b3c594b5,2,15,7,303, do,0.0254,3.8802,314
clean_check_or_call,5db85f5e,2,22,0,303, option,0.1592,3.0363,315
clean_check_or_call,5db85f5e,2,22,1,299, Checking,0.1406,3.0363,315
clean_check_or_call,5db85f5e,2,22,2,308,".

",0.1318,3.0363,315
clean_check_or_call,5db85f5e,2,22,3,298,.,0.1094,3.0363,315
clean_check_or_call,5db85f5e,2,22,4,302, best,0.0635,3.0363,315
clean_check_or_call,5db85f5e,2,22,5,290, betting,0.0374,3.0363,315
clean_check_or_call,5db85f5e,2,22,6,277,.,0.0330,3.0363,315
clean_check_or_call,5db85f5e,2,22,7,305, see,0.0309,3.0363,315
clean_check_or_call,5db85f5e,2,9,0,309,JSON,0.1973,2.6867,315
clean_check_or_call,5db85f5e,2,9,1,0,<s>,0.1592,2.6867,315
clean_check_or_call,5db85f5e,2,9,2,312,action,0.1206,2.6867,315
clean_check_or_call,5db85f5e,2,9,3,308,".

",0.0962,2.6867,315
clean_check_or_call,5db85f5e,2,9,4,310,:,0.0933,2.6867,315
clean_check_or_call,5db85f5e,2,9,5,311," {""",0.0825,2.6867,315
clean_check_or_call,5db85f5e,2,9,6,314," """,0.0679,2.6867,315
clean_check_or_call,5db85f5e,2,9,7,313,""":",0.0349,2.6867,315
clean_check_or_call,5db85f5e,2,15,0,0,<s>,0.1562,4.0607,315
clean_check_or_call,5db85f5e,2,15,1,299, Checking,0.0664,4.0607,315
clean_check_or_call,5db85f5e,2,15,2,7,.,0.0593,4.0607,315
clean_check_or_call,5db85f5e,2,15,3,308,".

",0.0566,4.0607,315
clean_check_or_call,5db85f5e,2,15,4,312,action,0.0413,4.0607,315
clean_check_or_call,5db85f5e,2,15,5,314," """,0.0366,4.0607,315
clean_check_or_call,5db85f5e,2,15,6,298,.,0.0272,4.0607,315
clean_check_or_call,5db85f5e,2,15,7,307, turn,0.0254,4.0607,315
clean_check_or_call,7f799478,1,22,0,279, check,0.2871,3.1845,293
clean_check_or_call,7f799478,1,22,1,280, and,0.0737,3.1845,293
clean_check_or_call,7f799478,1,22,2,286,".

",0.0737,3.1845,293
clean_check_or_call,7f799478,1,22,3,285, does,0.0532,3.1845,293
clean_check_or_call,7f799478,1,22,4,244,.,0.0461,3.1845,293
clean_check_or_call,7f799478,1,22,5,281, see,0.0415,3.1845,293
clean_check_or_call,7f799478,1,22,6,236, bet,0.0312,3.1845,293
clean_check_or_call,7f799478,1,22,7,202, your,0.0251,3.1845,293
clean_check_or_call,7f799478,1,9,0,287,JSON,0.1943,2.7889,293
clean_check_or_call,7f799478,1,9,1,0,<s>,0.1650,2.7889,293
clean_check_or_call,7f799478,1,9,2,286,".

",0.1079,2.7889,293
clean_check_or_call,7f799478,1,9,3,290,action,0.1064,2.7889,293
clean_check_or_call,7f799478,1,9,4,288,:,0.0859,2.7889,293
clean_check_or_call,7f799478,1,9,5,289," {""",0.0820,2.7889,293
clean_check_or_call,7f799478,1,9,6,292," """,0.0493,2.7889,293
clean_check_or_call,7f799478,1,9,7,291,""":",0.0262,2.7889,293
clean_check_or_call,7f799478,1,15,0,0,<s>,0.1318,4.0088,293
clean_check_or_call,7f799478,1,15,1,279, check,0.0898,4.0088,293
clean_check_or_call,7f799478,1,15,2,286,".

",0.0645,4.0088,293
clean_check_or_call,7f799478,1,15,3,280, and,0.0581,4.0088,293
clean_check_or_call,7f799478,1,15,4,7,.,0.0505,4.0088,293
clean_check_or_call,7f799478,1,15,5,292," """,0.0388,4.0088,293
clean_check_or_call,7f799478,1,15,6,290,action,0.0388,4.0088,293
clean_check_or_call,7f799478,1,15,7,244,.,0.0265,4.0088,293
clean_check_or_call,ff2290f0,2,22,0,303, check,0.2793,2.8066,318
clean_check_or_call,ff2290f0,2,22,1,310, again,0.1357,2.8066,318
clean_check_or_call,ff2290f0,2,22,2,311,".

",0.0962,2.8066,318
clean_check_or_call,ff2290f0,2,22,3,304, and,0.0825,2.8066,318
clean_check_or_call,ff2290f0,2,22,4,305, see,0.0603,2.8066,318
clean_check_or_call,ff2290f0,2,22,5,309, bets,0.0549,2.8066,318
clean_check_or_call,ff2290f0,2,22,6,286,.,0.0376,2.8066,318
clean_check_or_call,ff2290f0,2,22,7,298,",",0.0219,2.8066,318
clean_check_or_call,ff2290f0,2,9,0,312,JSON,0.1963,2.7243,318
clean_check_or_call,ff2290f0,2,9,1,0,<s>,0.1426,2.7243,318
clean_check_or_call,ff2290f0,2,9,2,313,:,0.1118,2.7243,318
clean_check_or_call,ff2290f0,2,9,3,311,".

",0.1011,2.7243,318
clean_check_or_call,ff2290f0,2,9,4,315,action,0.0991,2.7243,318
clean_check_or_call,ff2290f0,2,9,5,314," {""",0.0791,2.7243,318
clean_check_or_call,ff2290f0,2,9,6,317," """,0.0679,2.7243,318
clean_check_or_call,ff2290f0,2,9,7,316,""":",0.0444,2.7243,318
clean_check_or_call,ff2290f0,2,15,0,0,<s>,0.1445,3.9801,318
clean_check_or_call,ff2290f0,2,15,1,303, check,0.1089,3.9801,318
clean_check_or_call,ff2290f0,2,15,2,311,".

",0.0640,3.9801,318
clean_check_or_call,ff2290f0,2,15,3,304, and,0.0542,3.9801,318
clean_check_or_call,ff2290f0,2,15,4,7,.,0.0505,3.9801,318
clean_check_or_call,ff2290f0,2,15,5,310, again,0.0469,3.9801,318
clean_check_or_call,ff2290f0,2,15,6,315,action,0.0304,3.9801,318
clean_check_or_call,ff2290f0,2,15,7,309, bets,0.0278,3.9801,318
clean_check_or_call,47193a37,1,22,0,275, check,0.3066,3.1394,289
clean_check_or_call,47193a37,1,22,1,282,".

",0.0718,3.1394,289
clean_check_or_call,47193a37,1,22,2,276, and,0.0674,3.1394,289
clean_check_or_call,47193a37,1,22,3,281, does,0.0559,3.1394,289
clean_check_or_call,47193a37,1,22,4,277, see,0.0408,3.1394,289
clean_check_or_call,47193a37,1,22,5,244,.,0.0378,3.1394,289
clean_check_or_call,47193a37,1,22,6,236, bet,0.0272,3.1394,289
clean_check_or_call,47193a37,1,22,7,202, your,0.0251,3.1394,289
clean_check_or_call,47193a37,1,9,0,283,JSON,0.1914,2.7883,289
clean_check_or_call,47193a37,1,9,1,0,<s>,0.1777,2.7883,289
clean_check_or_call,47193a37,1,9,2,282,".

",0.1084,2.7883,289
clean_check_or_call,47193a37,1,9,3,286,action,0.1025,2.7883,289
clean_check_or_call,47193a37,1,9,4,284,:,0.0801,2.7883,289
clean_check_or_call,47193a37,1,9,5,285," {""",0.0801,2.7883,289
clean_check_or_call,47193a37,1,9,6,288," """,0.0491,2.7883,289
clean_check_or_call,47193a37,1,9,7,7,.,0.0247,2.7883,289
clean_check_or_call,47193a37,1,15,0,0,<s>,0.1309,4.0024,289
clean_check_or_call,47193a37,1,15,1,275, check,0.0913,4.0024,289
clean_check_or_call,47193a37,1,15,2,282,".

",0.0630,4.0024,289
clean_check_or_call,47193a37,1,15,3,276, and,0.0540,4.0024,289
clean_check_or_call,47193a37,1,15,4,7,.,0.0500,4.0024,289
clean_check_or_call,47193a37,1,15,5,286,action,0.0425,4.0024,289
clean_check_or_call,47193a37,1,15,6,288," """,0.0410,4.0024,289
clean_check_or_call,47193a37,1,15,7,244,.,0.0275,4.0024,289
clean_check_or_call,47193a37,2,22,0,309, check,0.2891,2.8237,324
clean_check_or_call,47193a37,2,22,1,316, again,0.1094,2.8237,324
clean_check_or_call,47193a37,2,22,2,317,".

",0.0908,2.8237,324
clean_check_or_call,47193a37,2,22,3,310, and,0.0801,2.8237,324
clean_check_or_call,47193a37,2,22,4,311, see,0.0645,2.8237,324
clean_check_or_call,47193a37,2,22,5,315, bets,0.0559,2.8237,324
clean_check_or_call,47193a37,2,22,6,292,.,0.0486,2.8237,324
clean_check_or_call,47193a37,2,22,7,307, best,0.0237,2.8237,324
clean_check_or_call,47193a37,2,9,0,318,JSON,0.2041,2.6639,324
clean_check_or_call,47193a37,2,9,1,0,<s>,0.1475,2.6639,324
clean_check_or_call,47193a37,2,9,2,319,:,0.1172,2.6639,324
clean_check_or_call,47193a37,2,9,3,317,".

",0.1025,2.6639,324
clean_check_or_call,47193a37,2,9,4,321,action,0.0952,2.6639,324
clean_check_or_call,47193a37,2,9,5,320," {""",0.0791,2.6639,324
clean_check_or_call,47193a37,2,9,6,323," """,0.0713,2.6639,324
clean_check_or_call,47193a37,2,9,7,322,""":",0.0361,2.6639,324
clean_check_or_call,47193a37,2,15,0,0,<s>,0.1611,3.9773,324
clean_check_or_call,47193a37,2,15,1,309, check,0.1011,3.9773,324
clean_check_or_call,47193a37,2,15,2,317,".

",0.0635,3.9773,324
clean_check_or_call,47193a37,2,15,3,7,.,0.0518,3.9773,324
clean_check_or_call,47193a37,2,15,4,310, and,0.0503,3.9773,324
clean_check_or_call,47193a37,2,15,5,316, again,0.0430,3.9773,324
clean_check_or_call,47193a37,2,15,6,321,action,0.0303,3.9773,324
clean_check_or_call,47193a37,2,15,7,315, bets,0.0261,3.9773,324
clean_check_or_call,0306ad6b,2,22,0,301, check,0.2461,2.9632,317
clean_check_or_call,0306ad6b,2,22,1,310,".

",0.1240,2.9632,317
clean_check_or_call,0306ad6b,2,22,2,306, do,0.1060,2.9632,317
clean_check_or_call,0306ad6b,2,22,3,302, and,0.0786,2.9632,317
clean_check_or_call,0306ad6b,2,22,4,303, see,0.0645,2.9632,317
clean_check_or_call,0306ad6b,2,22,5,296,",",0.0371,2.9632,317
clean_check_or_call,0306ad6b,2,22,6,260,.,0.0294,2.9632,317
clean_check_or_call,0306ad6b,2,22,7,309, turn,0.0267,2.9632,317
clean_check_or_call,0306ad6b,2,9,0,0,<s>,0.1914,2.7355,317
clean_check_or_call,0306ad6b,2,9,1,311,JSON,0.1572,2.7355,317
clean_check_or_call,0306ad6b,2,9,2,310,".

",0.1191,2.7355,317
clean_check_or_call,0306ad6b,2,9,3,312,:,0.1035,2.7355,317
clean_check_or_call,0306ad6b,2,9,4,314,action,0.0840,2.7355,317
clean_check_or_call,0306ad6b,2,9,5,313," {""",0.0737,2.7355,317
clean_check_or_call,0306ad6b,2,9,6,316," """,0.0649,2.7355,317
clean_check_or_call,0306ad6b,2,9,7,315,""":",0.0383,2.7355,317
clean_check_or_call,0306ad6b,2,15,0,0,<s>,0.1816,3.8934,317
clean_check_or_call,0306ad6b,2,15,1,301, check,0.0942,3.8934,317
clean_check_or_call,0306ad6b,2,15,2,7,.,0.0664,3.8934,317
clean_check_or_call,0306ad6b,2,15,3,310,".

",0.0579,3.8934,317
clean_check_or_call,0306ad6b,2,15,4,302, and,0.0518,3.8934,317
clean_check_or_call,0306ad6b,2,15,5,309, turn,0.0317,3.8934,317
clean_check_or_call,0306ad6b,2,15,6,306, do,0.0269,3.8934,317
clean_check_or_call,0306ad6b,2,15,7,314,action,0.0256,3.8934,317
clean_check_or_call,4ed956f9,2,22,0,298, calling,0.4062,2.8169,310
clean_check_or_call,4ed956f9,2,22,1,297, worth,0.0767,2.8169,310
clean_check_or_call,4ed956f9,2,22,2,303,".

",0.0486,2.8169,310
clean_check_or_call,4ed956f9,2,22,3,294,",",0.0403,2.8169,310
clean_check_or_call,4ed956f9,2,22,4,299, to,0.0403,2.8169,310
clean_check_or_call,4ed956f9,2,22,5,261,.,0.0325,2.8169,310
clean_check_or_call,4ed956f9,2,22,6,282,.,0.0304,2.8169,310
clean_check_or_call,4ed956f9,2,22,7,300, see,0.0269,2.8169,310
clean_check_or_call,4ed956f9,2,9,0,304,JSON,0.1846,2.7201,310
clean_check_or_call,4ed956f9,2,9,1,0,<s>,0.1699,2.7201,310
clean_check_or_call,4ed956f9,2,9,2,307,action,0.1396,2.7201,310
clean_check_or_call,4ed956f9,2,9,3,306," {""",0.0801,2.7201,310
clean_check_or_call,4ed956f9,2,9,4,305,:,0.0762,2.7201,310
clean_check_or_call,4ed956f9,2,9,5,303,".

",0.0762,2.7201,310
clean_check_or_call,4ed956f9,2,9,6,309," """,0.0684,2.7201,310
clean_check_or_call,4ed956f9,2,9,7,308,""":",0.0366,2.7201,310
clean_check_or_call,4ed956f9,2,15,0,0,<s>,0.1982,3.9217,310
clean_check_or_call,4ed956f9,2,15,1,7,.,0.0747,3.9217,310
clean_check_or_call,4ed956f9,2,15,2,298, calling,0.0625,3.9217,310
clean_check_or_call,4ed956f9,2,15,3,303,".

",0.0520,3.9217,310
clean_check_or_call,4ed956f9,2,15,4,307,action,0.0491,3.9217,310
clean_check_or_call,4ed956f9,2,15,5,309," """,0.0366,3.9217,310
clean_check_or_call,4ed956f9,2,15,6,261,.,0.0261,3.9217,310
clean_check_or_call,4ed956f9,2,15,7,302, turn,0.0259,3.9217,310
clean_check_or_call,449d749d,2,22,0,298, option,0.1562,3.0121,310
clean_check_or_call,449d749d,2,22,1,294, Checking,0.1475,3.0121,310
clean_check_or_call,449d749d,2,22,2,303,".

",0.1475,3.0121,310
clean_check_or_call,449d749d,2,22,3,293,.,0.1011,3.0121,310
clean_check_or_call,449d749d,2,22,4,297, best,0.0645,3.0121,310
clean_check_or_call,449d749d,2,22,5,300, see,0.0322,3.0121,310
clean_check_or_call,449d749d,2,22,6,285, betting,0.0317,3.0121,310
clean_check_or_call,449d749d,2,22,7,272,.,0.0308,3.0121,310
